ID,center_x,center_y,jinkou
834,1466.0,1295.5,84
835,1466.5,1295.5,44
836,1466.5,1295.0,57
837,1467.0,1295.5,2
838,1467.5,1295.5,46
839,1467.0,1295.0,26
840,1467.5,1295.0,16
841,1468.0,1295.5,8
842,1468.5,1295.5,73
843,1468.0,1295.0,62
844,1468.5,1295.0,31
845,1469.0,1295.5,86
846,1469.5,1295.5,62
847,1469.0,1295.0,77
848,1469.5,1295.0,21
849,1460.5,1294.0,24
850,1461.0,1294.5,44
851,1461.5,1294.5,71
852,1461.0,1294.0,105
853,1461.5,1294.0,53
854,1462.0,1294.5,30
855,1462.5,1294.5,4
856,1464.5,1294.0,9
857,1465.5,1294.5,37
858,1465.5,1294.0,4
859,1466.0,1294.5,34
860,1466.5,1294.5,62
861,1466.0,1294.0,20
862,1466.5,1294.0,41
863,1467.0,1294.5,67
864,1467.5,1294.5,27
865,1467.0,1294.0,94
866,1467.5,1294.0,116
867,1468.0,1294.5,9
868,1468.0,1294.0,10
869,1469.0,1294.5,112
870,1469.5,1294.5,87
871,1469.0,1294.0,69
872,1469.5,1294.0,60
873,1460.5,1293.5,49
874,1460.5,1293.0,15
875,1461.0,1293.5,79
876,1461.5,1293.5,4
877,1461.0,1293.0,77
878,1462.5,1293.5,18
879,1462.5,1293.0,47
880,1463.0,1293.5,44
881,1463.5,1293.5,8
882,1463.0,1293.0,15
883,1463.5,1293.0,13
884,1464.0,1293.5,7
885,1464.5,1293.5,11
886,1464.0,1293.0,7
887,1464.5,1293.0,2
888,1466.5,1293.5,12
889,1467.0,1293.5,56
890,1467.5,1293.5,124
891,1467.0,1293.0,16
892,1467.5,1293.0,35
893,1468.5,1293.5,10
894,1468.0,1293.0,39
895,1468.5,1293.0,44
896,1469.5,1293.5,13
897,1469.0,1293.0,4
898,1469.5,1293.0,8
899,1460.0,1292.5,8
900,1460.5,1292.5,30
901,1460.0,1292.0,32
902,1460.5,1292.0,18
903,1461.0,1292.5,84
904,1461.5,1292.5,66
905,1461.0,1292.0,5
906,1461.5,1292.0,28
907,1462.0,1292.5,106
908,1462.5,1292.5,26
909,1462.0,1292.0,34
910,1465.5,1292.0,1
911,1466.0,1292.5,2
912,1466.0,1292.0,2
913,1467.0,1292.5,13
914,1467.5,1292.5,58
915,1467.0,1292.0,33
916,1467.5,1292.0,44
917,1468.0,1292.5,40
918,1468.5,1292.5,8
919,1468.0,1292.0,88
920,1469.5,1292.5,13
921,1469.5,1292.0,36
922,1460.0,1291.5,22
923,1460.5,1291.5,6
924,1460.0,1291.0,14
925,1464.5,1291.0,3
926,1465.0,1291.5,32
927,1465.0,1291.0,44
928,1467.5,1291.5,33
929,1467.5,1291.0,6
930,1468.0,1291.5,50
931,1468.5,1291.5,26
932,1468.0,1291.0,24
933,1468.5,1291.0,46
934,1469.0,1291.5,27
935,1469.5,1291.5,46
936,1469.0,1291.0,40
937,1469.5,1291.0,98
938,1460.0,1290.5,67
939,1460.5,1290.5,71
940,1460.0,1290.0,57
941,1460.5,1290.0,64
942,1461.0,1290.5,209
943,1462.5,1290.0,15
944,1463.0,1290.0,15
945,1463.5,1290.0,7
946,1464.5,1290.5,23
947,1464.5,1290.0,2
948,1465.0,1290.5,64
949,1465.0,1290.0,106
950,1465.5,1290.0,26
951,1466.5,1290.0,26
952,1467.0,1290.5,53
953,1467.5,1290.5,46
954,1467.0,1290.0,20
955,1467.5,1290.0,79
956,1468.0,1290.5,32
957,1468.0,1290.0,11
958,1469.0,1290.5,15
959,1469.5,1290.5,35
960,1469.0,1290.0,56
961,1469.5,1290.0,6
